timestamp,metric_value
2025-01-01 00:13:15,-78.58
2025-01-01 00:13:16,-77.85
2025-01-01 00:13:17,-77.12
2025-01-01 00:13:18,-76.38
2025-01-01 00:13:19,-75.63
2025-01-01 00:13:20,-74.87
2025-01-01 00:13:21,-74.09
2025-01-01 00:13:22,-73.31
2025-01-01 00:13:23,-72.52
2025-01-01 00:13:24,-71.72
2025-01-01 00:13:25,-70.91
2025-01-01 00:13:26,-70.09
2025-01-01 00:13:27,-69.26
2025-01-01 00:13:28,-68.42
2025-01-01 00:13:29,-67.57
2025-01-01 00:13:30,-66.71
2025-01-01 00:13:31,-65.84
2025-01-01 00:13:32,-64.97
2025-01-01 00:13:33,-64.08
2025-01-01 00:13:34,-63.19
2025-01-01 00:13:35,-62.29
2025-01-01 00:13:36,-61.38
2025-01-01 00:13:37,-60.46
2025-01-01 00:13:38,-59.54
2025-01-01 00:13:39,-58.60
2025-01-01 00:13:40,-57.66
2025-01-01 00:13:41,-56.71
2025-01-01 00:13:42,-55.75
2025-01-01 00:13:43,-54.79
2025-01-01 00:13:44,-53.82
2025-01-01 00:13:45,-52.84
2025-01-01 00:13:46,-51.85
2025-01-01 00:13:47,-50.86
2025-01-01 00:13:48,-49.86
2025-01-01 00:13:49,-48.85
2025-01-01 00:13:50,-47.84
2025-01-01 00:13:51,-46.82
2025-01-01 00:13:52,-45.79
2025-01-01 00:13:53,-44.76
2025-01-01 00:13:54,-43.72
2025-01-01 00:13:55,-42.68
2025-01-01 00:13:56,-41.63
2025-01-01 00:13:57,-40.58
2025-01-01 00:13:58,-39.52
2025-01-01 00:13:59,-38.45
2025-01-01 00:14:00,-37.38
2025-01-01 00:14:01,-36.30
2025-01-01 00:14:02,-35.22
2025-01-01 00:14:03,-34.14
2025-01-01 00:14:04,-33.05
2025-01-01 00:14:05,-31.95
2025-01-01 00:14:06,-30.85
2025-01-01 00:14:07,-29.75
2025-01-01 00:14:08,-28.64
2025-01-01 00:14:09,-27.53
2025-01-01 00:14:10,-26.42
2025-01-01 00:14:11,-25.30
2025-01-01 00:14:12,-24.18
2025-01-01 00:14:13,-23.05
2025-01-01 00:14:14,-21.93
2025-01-01 00:14:15,-20.79
2025-01-01 00:14:16,-19.66
2025-01-01 00:14:17,-18.53
2025-01-01 00:14:18,-17.39
2025-01-01 00:14:19,-16.25
2025-01-01 00:14:20,-15.10
2025-01-01 00:14:21,-13.96
2025-01-01 00:14:22,-12.81
2025-01-01 00:14:23,-11.66
2025-01-01 00:14:24,-10.51
2025-01-01 00:14:25,-9.36
2025-01-01 00:14:26,-8.21
2025-01-01 00:14:27,-7.05
2025-01-01 00:14:28,-5.90
2025-01-01 00:14:29,-4.74
2025-01-01 00:14:30,-3.59
2025-01-01 00:14:31,-2.43
2025-01-01 00:14:32,-1.27
2025-01-01 00:14:33,-0.11
2025-01-01 00:14:34,1.04
2025-01-01 00:14:35,2.20
2025-01-01 00:14:36,3.36
2025-01-01 00:14:37,4.51
2025-01-01 00:14:38,5.67
2025-01-01 00:14:39,6.82
2025-01-01 00:14:40,7.98
2025-01-01 00:14:41,9.13
2025-01-01 00:14:42,10.28
2025-01-01 00:14:43,11.43
2025-01-01 00:14:44,12.58
2025-01-01 00:14:45,13.73
2025-01-01 00:14:46,14.88
2025-01-01 00:14:47,16.02
2025-01-01 00:14:48,17.16
2025-01-01 00:14:49,18.30
2025-01-01 00:14:50,19.44
2025-01-01 00:14:51,20.57
2025-01-01 00:14:52,21.70
2025-01-01 00:14:53,22.83
2025-01-01 00:14:54,23.96
2025-01-01 00:14:55,25.08
2025-01-01 00:14:56,26.20
2025-01-01 00:14:57,27.31
2025-01-01 00:14:58,28.42
2025-01-01 00:14:59,29.53
2025-01-01 00:15:00,30.64
2025-01-01 00:15:01,31.73
2025-01-01 00:15:02,32.83
2025-01-01 00:15:03,33.92
2025-01-01 00:15:04,35.01
2025-01-01 00:15:05,36.09
2025-01-01 00:15:06,37.17
2025-01-01 00:15:07,38.24
2025-01-01 00:15:08,39.31
2025-01-01 00:15:09,40.37
2025-01-01 00:15:10,41.42
2025-01-01 00:15:11,42.47
2025-01-01 00:15:12,43.52
2025-01-01 00:15:13,44.56
2025-01-01 00:15:14,45.59
2025-01-01 00:15:15,46.62
2025-01-01 00:15:16,47.64
2025-01-01 00:15:17,48.65
2025-01-01 00:15:18,49.66
2025-01-01 00:15:19,50.66
2025-01-01 00:15:20,51.66
2025-01-01 00:15:21,52.64
2025-01-01 00:15:22,53.62
2025-01-01 00:15:23,54.60
2025-01-01 00:15:24,55.56
2025-01-01 00:15:25,56.52
2025-01-01 00:15:26,57.47
2025-01-01 00:15:27,58.42
2025-01-01 00:15:28,59.35
2025-01-01 00:15:29,60.28
2025-01-01 00:15:30,61.20
2025-01-01 00:15:31,62.11
2025-01-01 00:15:32,63.01
2025-01-01 00:15:33,63.91
2025-01-01 00:15:34,64.79
2025-01-01 00:15:35,65.67
2025-01-01 00:15:36,66.54
2025-01-01 00:15:37,67.40
2025-01-01 00:15:38,68.25
2025-01-01 00:15:39,69.09
2025-01-01 00:15:40,69.92
2025-01-01 00:15:41,70.75
2025-01-01 00:15:42,71.56
2025-01-01 00:15:43,72.36
2025-01-01 00:15:44,73.16
2025-01-01 00:15:45,73.94
2025-01-01 00:15:46,74.72
2025-01-01 00:15:47,75.48
2025-01-01 00:15:48,76.23
2025-01-01 00:15:49,76.98
2025-01-01 00:15:50,77.71
2025-01-01 00:15:51,78.43
2025-01-01 00:15:52,79.15
2025-01-01 00:15:53,79.85
2025-01-01 00:15:54,80.54
2025-01-01 00:15:55,81.22
2025-01-01 00:15:56,81.89
2025-01-01 00:15:57,82.55
2025-01-01 00:15:58,83.20
2025-01-01 00:15:59,83.83
2025-01-01 00:16:00,84.46
2025-01-01 00:16:01,85.07
2025-01-01 00:16:02,85.68
2025-01-01 00:16:03,86.27
2025-01-01 00:16:04,86.85
2025-01-01 00:16:05,87.41
2025-01-01 00:16:06,87.97
2025-01-01 00:16:07,88.52
2025-01-01 00:16:08,89.05
2025-01-01 00:16:09,89.57
2025-01-01 00:16:10,90.08
2025-01-01 00:16:11,90.57
2025-01-01 00:16:12,91.06
2025-01-01 00:16:13,91.53
2025-01-01 00:16:14,91.99
2025-01-01 00:16:15,92.44
2025-01-01 00:16:16,92.87
